timestamp,annee,mois,nom_jour_semaine,type_jour,est_ferie,libelle_jour_special,heure,consommation_mwh,temperature_celsius,taux_co2_g_kwh,part_enr_pourcentage,temperature_normale_saison_celsius,ecart_a_la_normale_celsius
2022-06-01 00:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,0,202.25,11.1,2.12,2.38,17.841891849363172,-6.74
2022-06-01 01:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,1,180.0,11.5,2.29,2.58,17.292567491531372,-5.79
2022-06-01 02:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,2,183.0,11.6,2.33,2.62,16.956081087524826,-5.36
2022-06-01 03:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,3,210.75,10.4,2.29,2.5,16.379729702665998,-5.98
2022-06-01 04:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,4,246.75,10.8,2.01,2.35,16.02364866153614,-5.22
2022-06-01 05:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,5,309.25,11.1,2.4,3.06,15.722973063185409,-4.62
2022-06-01 06:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,6,347.75,10.6,1.93,5.13,15.404054061786548,-4.8
2022-06-01 07:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,7,368.0,10.7,2.16,9.93,15.64527028315776,-4.95
2022-06-01 08:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,8,392.75,11.6,2.41,15.13,16.71148648133149,-5.11
2022-06-01 09:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,9,407.75,13.2,1.91,18.36,18.035810818543304,-4.84
2022-06-01 10:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,10,420.0,15.3,1.33,19.83,19.498648643493652,-4.2
2022-06-01 11:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,11,411.5,17.2,1.04,21.19,20.933108110685605,-3.73
2022-06-01 12:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,12,392.5,18.9,0.8,21.76,22.172789061150585,-3.27
2022-06-01 13:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,13,368.25,20.2,0.47,21.06,23.059459454304463,-2.86
2022-06-01 14:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,14,368.75,21.6,0.07,20.1,23.661486535458952,-2.06
2022-06-01 15:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,15,384.25,22.6,0.0,17.83,24.085810790190827,-1.49
2022-06-01 16:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,16,387.5,23.1,0.0,12.73,24.259863937793135,-1.16
2022-06-01 17:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,17,398.25,23.5,27.01,7.97,24.072297354002256,-0.57
2022-06-01 18:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,18,369.5,23.5,39.83,5.05,23.735810808233314,-0.24
2022-06-01 19:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,19,346.25,23.5,77.78,2.98,23.072972903380524,0.43
2022-06-01 20:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,20,333.0,23.2,79.75,2.05,22.249324418403006,0.95
2022-06-01 21:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,21,322.75,20.5,58.99,1.94,21.040540630752975,-0.54
2022-06-01 22:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,22,299.25,19.4,44.75,2.13,19.581756759334255,-0.18
2022-06-01 23:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,23,255.0,18.5,53.21,2.34,18.625850340136054,-0.13
2022-06-02 00:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,0,235.0,17.5,56.92,2.43,17.841891849363172,-0.34
2022-06-02 01:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,1,207.5,17.1,61.16,2.57,17.292567491531372,-0.19
2022-06-02 02:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,2,206.0,17.1,59.78,2.63,16.956081087524826,0.14
2022-06-02 03:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,3,228.5,16.4,54.81,2.46,16.379729702665998,0.02
2022-06-02 04:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,4,266.25,16.1,51.26,2.25,16.02364866153614,0.08
2022-06-02 05:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,5,309.75,15.2,49.23,2.86,15.722973063185409,-0.52
2022-06-02 06:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,6,348.0,14.9,45.83,5.18,15.404054061786548,-0.5
2022-06-02 07:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,7,364.0,15.0,44.59,7.78,15.64527028315776,-0.65
2022-06-02 08:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,8,380.25,15.7,43.96,11.56,16.71148648133149,-1.01
2022-06-02 09:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,9,401.25,17.0,43.69,17.04,18.035810818543304,-1.04
2022-06-02 10:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,10,419.75,18.5,43.06,19.05,19.498648643493652,-1.0
2022-06-02 11:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,11,399.25,20.3,41.55,20.43,20.933108110685605,-0.63
2022-06-02 12:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,12,386.75,21.8,43.78,21.07,22.172789061150585,-0.37
2022-06-02 13:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,13,371.75,23.2,45.33,19.7,23.059459454304463,0.14
2022-06-02 14:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,14,375.5,24.9,67.9,17.48,23.661486535458952,1.24
2022-06-02 15:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,15,374.5,25.6,74.91,14.65,24.085810790190827,1.51
2022-06-02 16:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,16,380.75,25.8,75.69,11.98,24.259863937793135,1.54
2022-06-02 17:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,17,377.5,26.1,73.58,8.12,24.072297354002256,2.03
2022-06-02 18:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,18,351.25,26.1,84.53,4.92,23.735810808233314,2.36
2022-06-02 19:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,19,316.25,24.6,82.34,2.97,23.072972903380524,1.53
2022-06-02 20:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,20,316.25,22.6,75.13,2.0,22.249324418403006,0.35
2022-06-02 21:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,21,310.25,21.2,63.12,1.85,21.040540630752975,0.16
2022-06-02 22:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,22,290.75,18.9,51.57,1.81,19.581756759334255,-0.68
2022-06-02 23:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,23,262.0,17.5,54.51,1.97,18.625850340136054,-1.13
2022-06-03 00:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,0,226.25,16.8,41.49,2.11,17.841891849363172,-1.04
2022-06-03 01:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,1,187.5,15.3,35.39,2.24,17.292567491531372,-1.99
2022-06-03 02:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,2,174.75,19.4,11.36,2.32,16.956081087524826,2.44
2022-06-03 03:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,3,189.25,18.9,1.19,2.18,16.379729702665998,2.52
2022-06-03 04:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,4,230.75,17.5,0.85,2.03,16.02364866153614,1.48
2022-06-03 05:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,5,278.5,17.2,1.2,2.27,15.722973063185409,1.48
2022-06-03 06:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,6,313.0,16.4,2.24,2.69,15.404054061786548,1.0
2022-06-03 07:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,7,323.5,16.6,2.91,3.93,15.64527028315776,0.95
2022-06-03 08:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,8,331.0,18.4,3.01,4.64,16.71148648133149,1.69
2022-06-03 09:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,9,350.0,20.3,3.11,7.53,18.035810818543304,2.26
2022-06-03 10:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,10,377.25,21.7,1.99,12.97,19.498648643493652,2.2
2022-06-03 11:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,11,376.25,23.6,1.98,17.75,20.933108110685605,2.67
2022-06-03 12:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,12,355.75,25.7,1.77,19.7,22.172789061150585,3.53
2022-06-03 13:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,13,349.0,26.8,0.62,19.52,23.059459454304463,3.74
2022-06-03 14:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,14,365.25,25.4,0.44,18.24,23.661486535458952,1.74
2022-06-03 15:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,15,363.0,26.3,0.52,14.91,24.085810790190827,2.21
2022-06-03 16:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,16,360.75,25.7,0.0,11.96,24.259863937793135,1.44
2022-06-03 17:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,17,355.0,25.5,0.0,7.92,24.072297354002256,1.43
2022-06-03 18:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,18,314.75,25.0,0.0,5.17,23.735810808233314,1.26
2022-06-03 19:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,19,266.5,23.9,0.0,3.07,23.072972903380524,0.83
2022-06-03 20:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,20,266.0,23.0,0.0,2.03,22.249324418403006,0.75
2022-06-03 21:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,21,272.25,21.6,0.0,1.89,21.040540630752975,0.56
2022-06-03 22:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,22,259.0,19.0,0.0,2.17,19.581756759334255,-0.58
2022-06-03 23:00:00,2022,6,Jeudi,Semaine,false,Jour Ouvré,23,207.5,17.5,0.0,2.36,18.625850340136054,-1.13
2022-06-04 00:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,0,176.5,16.1,0.0,2.55,17.841891849363172,-1.74
2022-06-04 01:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,1,157.25,15.1,0.4,2.77,17.292567491531372,-2.19
2022-06-04 02:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,2,144.0,15.6,0.41,2.85,16.956081087524826,-1.36
2022-06-04 03:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,3,144.75,14.9,0.42,2.83,16.379729702665998,-1.48
2022-06-04 04:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,4,152.0,15.4,0.41,2.93,16.02364866153614,-0.62
2022-06-04 05:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,5,170.25,14.6,0.88,4.08,15.722973063185409,-1.12
2022-06-04 06:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,6,196.75,14.2,0.9,6.78,15.404054061786548,-1.2
2022-06-04 07:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,7,237.75,14.8,0.17,10.5,15.64527028315776,-0.85
2022-06-04 08:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,8,265.75,16.4,0.17,14.64,16.71148648133149,-0.31
2022-06-04 09:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,9,281.75,18.6,0.17,17.24,18.035810818543304,0.56
2022-06-04 10:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,10,296.5,20.4,0.0,14.43,19.498648643493652,0.9
2022-06-04 11:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,11,292.0,21.9,0.0,13.0,20.933108110685605,0.97
2022-06-04 12:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,12,284.75,23.3,0.0,14.16,22.172789061150585,1.13
2022-06-04 13:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,13,268.0,24.1,0.0,12.53,23.059459454304463,1.04
2022-06-04 14:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,14,259.0,23.8,0.0,14.06,23.661486535458952,0.14
2022-06-04 15:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,15,239.0,24.6,0.0,15.26,24.085810790190827,0.51
2022-06-04 16:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,16,250.75,24.9,0.0,13.06,24.259863937793135,0.64
2022-06-04 17:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,17,254.5,24.4,0.0,9.53,24.072297354002256,0.33
2022-06-04 18:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,18,220.25,23.7,0.0,6.23,23.735810808233314,-0.04
2022-06-04 19:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,19,198.25,23.6,0.0,3.6,23.072972903380524,0.53
2022-06-04 20:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,20,209.0,21.6,0.0,2.36,22.249324418403006,-0.65
2022-06-04 21:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,21,232.0,19.1,0.0,2.19,21.040540630752975,-1.94
2022-06-04 22:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,22,225.75,17.8,0.0,2.34,19.581756759334255,-1.78
2022-06-04 23:00:00,2022,6,Vendredi,Semaine,false,Jour Ouvré,23,189.25,17.1,0.0,2.52,18.625850340136054,-1.53
2022-06-05 00:00:00,2022,6,,Semaine,false,Jour Ouvré,0,169.0,16.2,0.0,2.69,17.841891849363172,-1.64
2022-06-05 01:00:00,2022,6,,Semaine,false,Jour Ouvré,1,136.0,15.3,0.0,3.04,17.292567491531372,-1.99
2022-06-05 02:00:00,2022,6,,Semaine,false,Jour Ouvré,2,136.5,15.6,0.0,3.29,16.956081087524826,-1.36
2022-06-05 03:00:00,2022,6,,Semaine,false,Jour Ouvré,3,134.75,15.2,0.0,3.37,16.379729702665998,-1.18
2022-06-05 04:00:00,2022,6,,Semaine,false,Jour Ouvré,4,141.25,15.1,0.0,3.26,16.02364866153614,-0.92
2022-06-05 05:00:00,2022,6,,Semaine,false,Jour Ouvré,5,150.0,15.2,0.0,3.75,15.722973063185409,-0.52
2022-06-05 06:00:00,2022,6,,Semaine,false,Jour Ouvré,6,167.25,15.4,0.0,5.87,15.404054061786548,-0.0
2022-06-05 07:00:00,2022,6,,Semaine,false,Jour Ouvré,7,195.75,15.5,0.0,8.45,15.64527028315776,-0.15
2022-06-05 08:00:00,2022,6,,Semaine,false,Jour Ouvré,8,222.75,16.1,0.0,11.21,16.71148648133149,-0.61
2022-06-05 09:00:00,2022,6,,Semaine,false,Jour Ouvré,9,252.0,17.1,0.0,14.69,18.035810818543304,-0.94
2022-06-05 10:00:00,2022,6,,Semaine,false,Jour Ouvré,10,269.5,18.2,0.0,17.51,19.498648643493652,-1.3
2022-06-05 11:00:00,2022,6,,Semaine,false,Jour Ouvré,11,280.75,19.2,0.0,21.17,20.933108110685605,-1.73
2022-06-05 12:00:00,2022,6,,Semaine,false,Jour Ouvré,12,279.25,20.0,0.0,22.99,22.172789061150585,-2.17
2022-06-05 13:00:00,2022,6,,Semaine,false,Jour Ouvré,13,273.5,20.2,0.0,21.12,23.059459454304463,-2.86
2022-06-05 14:00:00,2022,6,,Semaine,false,Jour Ouvré,14,262.25,20.6,0.0,22.81,23.661486535458952,-3.06
2022-06-05 15:00:00,2022,6,,Semaine,false,Jour Ouvré,15,250.0,20.4,0.0,22.51,24.085810790190827,-3.69
2022-06-05 16:00:00,2022,6,,Semaine,false,Jour Ouvré,16,245.0,19.8,0.0,18.7,24.259863937793135,-4.46
2022-06-05 17:00:00,2022,6,,Semaine,false,Jour Ouvré,17,246.25,19.5,0.0,12.04,24.072297354002256,-4.57
2022-06-05 18:00:00,2022,6,,Semaine,false,Jour Ouvré,18,234.5,19.0,0.0,6.41,23.735810808233314,-4.74
2022-06-05 19:00:00,2022,6,,Semaine,false,Jour Ouvré,19,203.25,18.1,0.0,3.77,23.072972903380524,-4.97
2022-06-05 20:00:00,2022,6,,Semaine,false,Jour Ouvré,20,205.5,16.9,0.0,2.64,22.249324418403006,-5.35
2022-06-05 21:00:00,2022,6,,Semaine,false,Jour Ouvré,21,219.5,16.1,0.0,2.45,21.040540630752975,-4.94
2022-06-05 22:00:00,2022,6,,Semaine,false,Jour Ouvré,22,231.5,15.2,0.0,2.53,19.581756759334255,-4.38
2022-06-05 23:00:00,2022,6,,Semaine,false,Jour Ouvré,23,197.75,14.6,0.0,2.65,18.625850340136054,-4.03
2022-06-06 00:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,0,180.75,14.0,0.0,2.87,17.841891849363172,-3.84
2022-06-06 01:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,1,171.25,13.4,0.0,3.16,17.292567491531372,-3.89
2022-06-06 02:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,2,160.75,15.3,0.0,3.26,16.956081087524826,-1.66
2022-06-06 03:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,3,160.75,14.9,0.0,3.17,16.379729702665998,-1.48
2022-06-06 04:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,4,161.75,14.4,0.0,3.31,16.02364866153614,-1.62
2022-06-06 05:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,5,175.5,13.8,0.21,4.91,15.722973063185409,-1.92
2022-06-06 06:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,6,199.25,13.1,0.69,8.21,15.404054061786548,-2.3
2022-06-06 07:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,7,232.25,13.9,0.09,11.82,15.64527028315776,-1.75
2022-06-06 08:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,8,264.75,15.5,0.0,14.16,16.71148648133149,-1.21
2022-06-06 09:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,9,297.25,16.8,0.0,13.99,18.035810818543304,-1.24
2022-06-06 10:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,10,320.0,17.8,0.08,12.01,19.498648643493652,-1.7
2022-06-06 11:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,11,327.25,17.6,0.08,12.63,20.933108110685605,-3.33
2022-06-06 12:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,12,306.0,19.1,0.0,12.96,22.172789061150585,-3.07
2022-06-06 13:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,13,281.25,18.7,0.0,12.37,23.059459454304463,-4.36
2022-06-06 14:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,14,272.0,17.1,0.0,11.09,23.661486535458952,-6.56
2022-06-06 15:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,15,270.75,18.1,0.56,9.83,24.085810790190827,-5.99
2022-06-06 16:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,16,294.0,17.2,1.63,7.54,24.259863937793135,-7.06
2022-06-06 17:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,17,314.25,18.4,1.94,4.93,24.072297354002256,-5.67
2022-06-06 18:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,18,294.5,18.2,1.94,3.82,23.735810808233314,-5.54
2022-06-06 19:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,19,272.5,18.0,2.03,3.0,23.072972903380524,-5.07
2022-06-06 20:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,20,264.5,17.5,1.83,2.33,22.249324418403006,-4.75
2022-06-06 21:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,21,255.0,17.0,1.78,2.17,21.040540630752975,-4.04
2022-06-06 22:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,22,242.75,17.0,1.84,2.35,19.581756759334255,-2.58
2022-06-06 23:00:00,2022,6,Dimanche,Week-end,true,Lundi de Pentecôte,23,220.0,16.5,1.97,2.51,18.625850340136054,-2.13
2022-06-07 00:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,0,205.25,15.8,2.09,2.66,17.841891849363172,-2.04
2022-06-07 01:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,1,193.25,15.4,2.77,2.85,17.292567491531372,-1.89
2022-06-07 02:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,2,198.75,14.9,2.91,2.86,16.956081087524826,-2.06
2022-06-07 03:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,3,199.25,14.6,2.77,2.58,16.379729702665998,-1.78
2022-06-07 04:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,4,219.0,14.4,2.4,2.34,16.02364866153614,-1.62
2022-06-07 05:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,5,284.0,14.2,2.13,2.85,15.722973063185409,-1.52
2022-06-07 06:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,6,311.75,14.2,2.87,4.48,15.404054061786548,-1.2
2022-06-07 07:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,7,360.75,14.6,3.25,7.35,15.64527028315776,-1.05
2022-06-07 08:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,8,375.5,15.8,3.76,11.02,16.71148648133149,-0.91
2022-06-07 09:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,9,411.0,16.5,4.59,13.19,18.035810818543304,-1.54
2022-06-07 10:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,10,443.25,17.6,4.46,13.99,19.498648643493652,-1.9
2022-06-07 11:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,11,426.75,18.2,4.33,14.5,20.933108110685605,-2.73
2022-06-07 12:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,12,399.0,18.9,4.82,14.98,22.172789061150585,-3.27
2022-06-07 13:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,13,371.25,19.2,4.77,13.96,23.059459454304463,-3.86
2022-06-07 14:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,14,352.75,18.2,5.35,14.76,23.661486535458952,-5.46
2022-06-07 15:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,15,369.25,18.5,5.08,14.82,24.085810790190827,-5.59
2022-06-07 16:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,16,362.5,20.0,4.37,11.6,24.259863937793135,-4.26
2022-06-07 17:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,17,357.75,20.0,4.36,7.82,24.072297354002256,-4.07
2022-06-07 18:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,18,327.0,19.6,4.16,4.72,23.735810808233314,-4.14
2022-06-07 19:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,19,268.25,18.8,4.17,2.94,23.072972903380524,-4.27
2022-06-07 20:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,20,253.5,18.3,4.0,2.12,22.249324418403006,-3.95
2022-06-07 21:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,21,256.25,17.4,3.8,1.97,21.040540630752975,-3.64
2022-06-07 22:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,22,233.5,17.0,3.65,2.09,19.581756759334255,-2.58
2022-06-07 23:00:00,2022,6,Lundi,Semaine,false,Jour Ouvré,23,221.75,16.4,3.65,2.36,18.625850340136054,-2.23
2022-06-08 00:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,0,216.0,16.1,3.77,2.44,17.841891849363172,-1.74
2022-06-08 01:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,1,202.75,16.0,4.01,2.58,17.292567491531372,-1.29
2022-06-08 02:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,2,202.5,16.4,4.18,2.5,16.956081087524826,-0.56
2022-06-08 03:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,3,217.25,16.5,4.59,2.51,16.379729702665998,0.12
2022-06-08 04:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,4,246.5,16.5,4.33,2.25,16.02364866153614,0.48
2022-06-08 05:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,5,302.5,16.6,3.57,2.72,15.722973063185409,0.88
2022-06-08 06:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,6,340.75,16.3,3.71,4.6,15.404054061786548,0.9
2022-06-08 07:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,7,368.25,16.1,4.66,7.12,15.64527028315776,0.45
2022-06-08 08:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,8,374.75,16.4,4.54,9.68,16.71148648133149,-0.31
2022-06-08 09:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,9,385.75,16.6,4.58,12.29,18.035810818543304,-1.44
2022-06-08 10:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,10,416.25,17.8,4.53,13.9,19.498648643493652,-1.7
2022-06-08 11:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,11,416.0,18.5,4.53,16.23,20.933108110685605,-2.43
2022-06-08 12:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,12,398.75,18.8,4.0,18.6,22.172789061150585,-3.37
2022-06-08 13:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,13,395.25,19.4,3.73,19.27,23.059459454304463,-3.66
2022-06-08 14:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,14,382.5,19.6,4.26,18.58,23.661486535458952,-4.06
2022-06-08 15:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,15,374.5,19.3,4.59,16.94,24.085810790190827,-4.79
2022-06-08 16:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,16,376.0,19.2,4.26,12.64,24.259863937793135,-5.06
2022-06-08 17:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,17,373.25,19.0,3.57,8.53,24.072297354002256,-5.07
2022-06-08 18:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,18,337.0,18.9,3.66,5.43,23.735810808233314,-4.84
2022-06-08 19:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,19,298.5,18.2,3.32,3.42,23.072972903380524,-4.87
2022-06-08 20:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,20,283.25,17.5,2.59,2.11,22.249324418403006,-4.75
2022-06-08 21:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,21,292.33334,16.6,2.44,1.97,21.040540630752975,-4.44
2022-06-08 22:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,22,259.25,15.7,2.62,2.16,19.581756759334255,-3.88
2022-06-08 23:00:00,2022,6,Mardi,Semaine,false,Jour Ouvré,23,222.75,15.1,2.85,2.37,18.625850340136054,-3.53
2022-06-09 00:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,0,208.0,14.9,2.69,2.53,17.841891849363172,-2.94
2022-06-09 01:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,1,198.75,14.4,2.52,2.74,17.292567491531372,-2.89
2022-06-09 02:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,2,199.0,13.9,2.56,2.83,16.956081087524826,-3.06
2022-06-09 03:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,3,196.5,14.6,2.44,2.7,16.379729702665998,-1.78
2022-06-09 04:00:00,2022,6,Mercredi,Semaine,false,Jour Ouvré,4,241.75,14.6,2.23,2.48,16.02364866153614,-1.42
