code_insee_region,libelle_region,nature,date,heure,date_heure,consommation,thermique,nucleaire,eolien,solaire,hydraulique,pompage,bioenergies,ech_physiques,stockage_batterie,destockage_batterie,tco_thermique,tch_thermique,tco_nucleaire,tch_nucleaire,tco_eolien,tch_eolien,tco_solaire,tch_solaire,tco_hydraulique,tch_hydraulique,tco_bioenergies,tch_bioenergies,column_68
52,Pays de la Loire,Données temps réel,2026-02-01,03:30,2026-02-01T02:30:00+00:00,3100,536,0,464,0,15,0,104,1981,0,0,17.29,27.06,0.0,,14.97,20.08,0.0,0.0,0.48,150.0,3.35,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,04:00,2026-02-01T03:00:00+00:00,2988,536,0,523,0,15,0,104,1809,0,0,17.94,27.06,0.0,,17.5,22.63,0.0,0.0,0.5,150.0,3.48,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,06:15,2026-02-01T05:15:00+00:00,3140,529,0,1082,0,15,0,104,1409,0,0,16.85,26.7,0.0,,34.46,46.82,0.0,0.0,0.48,150.0,3.31,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,07:00,2026-02-01T06:00:00+00:00,3169,433,0,1237,0,15,0,104,1379,0,0,13.66,21.86,0.0,,39.03,53.53,0.0,0.0,0.47,150.0,3.28,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,08:15,2026-02-01T07:15:00+00:00,3238,548,0,1296,8,15,0,104,1266,0,0,16.92,27.66,0.0,,40.02,56.08,0.25,0.39,0.46,150.0,3.21,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,08:45,2026-02-01T07:45:00+00:00,3316,591,0,1221,38,15,0,104,1346,0,0,17.82,29.83,0.0,,36.82,52.83,1.15,1.84,0.45,150.0,3.14,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,09:00,2026-02-01T08:00:00+00:00,3369,494,0,1202,44,15,0,104,1510,0,0,14.66,24.94,0.0,,35.68,52.01,1.31,2.14,0.45,150.0,3.09,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,10:45,2026-02-01T09:45:00+00:00,3478,462,0,923,310,15,0,104,1664,0,0,13.28,23.32,0.0,,26.54,39.94,8.91,15.05,0.43,150.0,2.99,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,11:00,2026-02-01T10:00:00+00:00,3468,446,0,931,364,15,0,104,1610,-1,0,12.86,22.51,0.0,,26.85,40.29,10.5,17.67,0.43,150.0,3.0,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,11:45,2026-02-01T10:45:00+00:00,3477,502,0,1090,466,15,0,104,1299,0,0,14.44,25.34,0.0,,31.35,47.17,13.4,22.62,0.43,150.0,2.99,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,12:15,2026-02-01T11:15:00+00:00,3532,640,0,1095,481,15,0,104,1196,0,0,18.12,32.31,0.0,,31.0,47.38,13.62,23.35,0.42,150.0,2.94,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,12:45,2026-02-01T11:45:00+00:00,3599,604,0,1077,491,15,0,104,1307,0,0,16.78,30.49,0.0,,29.92,46.6,13.64,23.83,0.42,150.0,2.89,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,13:15,2026-02-01T12:15:00+00:00,3446,543,0,1125,504,15,0,104,1154,0,0,15.76,27.41,0.0,,32.65,48.68,14.63,24.47,0.44,150.0,3.02,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,13:45,2026-02-01T12:45:00+00:00,3293,543,0,1205,493,15,0,104,933,0,0,16.49,27.41,0.0,,36.59,52.14,14.97,23.93,0.46,150.0,3.16,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,14:30,2026-02-01T13:30:00+00:00,3309,640,0,1297,456,15,0,104,797,0,0,19.34,32.31,0.0,,39.2,56.12,13.78,22.14,0.45,150.0,3.14,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,16:30,2026-02-01T15:30:00+00:00,3142,639,0,1272,198,15,0,104,914,0,0,20.34,32.26,0.0,,40.48,55.04,6.3,9.61,0.48,150.0,3.31,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,17:30,2026-02-01T16:30:00+00:00,3250,640,0,1201,78,15,0,104,1020,96,96,19.69,32.31,0.0,,36.95,51.97,2.4,3.79,0.46,150.0,3.2,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,17:45,2026-02-01T16:45:00+00:00,3171,640,0,1074,33,15,0,104,1304,0,0,20.18,32.31,0.0,,33.87,46.47,1.04,1.6,0.47,150.0,3.28,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,18:15,2026-02-01T17:15:00+00:00,3360,635,0,837,8,15,0,104,1761,0,0,18.9,32.05,0.0,,24.91,36.22,0.24,0.39,0.45,150.0,3.1,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,19:45,2026-02-01T18:45:00+00:00,3616,645,0,723,0,15,0,104,2128,0,0,17.84,32.56,0.0,,19.99,31.29,0.0,0.0,0.41,150.0,2.88,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,20:15,2026-02-01T19:15:00+00:00,3643,646,0,650,0,15,0,104,2227,0,0,17.73,32.61,0.0,,17.84,28.13,0.0,0.0,0.41,150.0,2.85,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,21:45,2026-02-01T20:45:00+00:00,3339,646,0,329,0,15,0,104,2245,0,0,19.35,32.61,0.0,,9.85,14.24,0.0,0.0,0.45,150.0,3.11,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,23:00,2026-02-01T22:00:00+00:00,3783,646,0,178,0,15,0,104,2839,0,0,17.08,32.61,0.0,,4.71,7.7,0.0,0.0,0.4,150.0,2.75,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,23:15,2026-02-01T22:15:00+00:00,3681,648,0,136,0,15,0,104,2778,0,0,17.6,32.71,0.0,,3.69,5.88,0.0,0.0,0.41,150.0,2.83,114.29,
52,Pays de la Loire,Données temps réel,2026-02-01,23:45,2026-02-01T22:45:00+00:00,3761,647,0,95,0,16,0,104,2900,0,0,17.2,32.66,0.0,,2.53,4.11,0.0,0.0,0.43,160.0,2.77,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,00:00,2026-02-01T23:00:00+00:00,3705,645,0,85,0,16,0,104,2855,0,0,17.41,32.56,0.0,,2.29,3.68,0.0,0.0,0.43,160.0,2.81,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,01:00,2026-02-02T00:00:00+00:00,3635,648,0,76,0,16,0,104,2791,0,1,17.83,32.71,0.0,,2.09,3.29,0.0,0.0,0.44,160.0,2.86,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,01:15,2026-02-02T00:15:00+00:00,3743,649,0,100,0,16,0,104,2681,96,97,17.34,32.76,0.0,,2.67,4.33,0.0,0.0,0.43,160.0,2.78,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,01:30,2026-02-02T00:30:00+00:00,3640,647,0,115,0,16,0,104,2757,0,0,17.77,32.66,0.0,,3.16,4.98,0.0,0.0,0.44,160.0,2.86,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,02:00,2026-02-02T01:00:00+00:00,3734,649,0,114,0,16,0,104,2658,96,97,17.38,32.76,0.0,,3.05,4.93,0.0,0.0,0.43,160.0,2.79,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,02:15,2026-02-02T01:15:00+00:00,3568,649,0,138,0,16,0,104,2661,0,0,18.19,32.76,0.0,,3.87,5.97,0.0,0.0,0.45,160.0,2.91,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,02:45,2026-02-02T01:45:00+00:00,3459,647,0,191,0,16,0,104,2502,-1,0,18.7,32.66,0.0,,5.52,8.26,0.0,0.0,0.46,160.0,3.01,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,03:00,2026-02-02T02:00:00+00:00,3433,648,0,222,0,16,0,104,2443,-1,0,18.88,32.71,0.0,,6.47,9.61,0.0,0.0,0.47,160.0,3.03,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,03:30,2026-02-02T02:30:00+00:00,3393,647,0,341,0,16,0,104,2285,0,0,19.07,32.66,0.0,,10.05,14.76,0.0,0.0,0.47,160.0,3.07,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,04:00,2026-02-02T03:00:00+00:00,3386,648,0,470,0,16,0,104,2149,-1,0,19.14,32.71,0.0,,13.88,20.34,0.0,0.0,0.47,160.0,3.07,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,04:15,2026-02-02T03:15:00+00:00,3494,648,0,496,0,16,0,104,2230,-1,0,18.55,32.71,0.0,,14.2,21.46,0.0,0.0,0.46,160.0,2.98,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,04:30,2026-02-02T03:30:00+00:00,3499,647,0,559,0,16,0,104,2174,-1,0,18.49,32.66,0.0,,15.98,24.19,0.0,0.0,0.46,160.0,2.97,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,05:15,2026-02-02T04:15:00+00:00,3712,649,0,751,0,16,0,104,2192,-1,0,17.48,32.76,0.0,,20.23,32.5,0.0,0.0,0.43,160.0,2.8,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,08:00,2026-02-02T07:00:00+00:00,4743,646,0,1194,13,16,0,104,2769,0,0,13.62,32.61,0.0,,25.17,51.67,0.27,0.63,0.34,160.0,2.19,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,08:15,2026-02-02T07:15:00+00:00,4785,649,0,1244,14,16,0,104,2758,0,0,13.56,32.76,0.0,,26.0,53.83,0.29,0.68,0.33,160.0,2.17,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,08:30,2026-02-02T07:30:00+00:00,4819,649,0,1265,37,16,0,104,2749,0,0,13.47,32.76,0.0,,26.25,54.74,0.77,1.8,0.33,160.0,2.16,114.29,
52,Pays de la Loire,Données temps réel,2026-02-02,10:45,2026-02-02T09:45:00+00:00,4632,637,0,1124,162,16,0,105,2588,0,0,13.75,32.16,0.0,,24.27,48.64,3.5,7.86,0.35,160.0,2.27,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,12:00,2026-02-02T11:00:00+00:00,4532,587,0,1158,204,16,0,105,2462,0,0,12.95,29.63,0.0,,25.55,50.11,4.5,9.9,0.35,160.0,2.32,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,12:45,2026-02-02T11:45:00+00:00,4687,636,0,1201,227,16,0,105,2368,67,67,13.57,32.1,0.0,,25.62,51.97,4.84,11.02,0.34,160.0,2.24,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,14:00,2026-02-02T13:00:00+00:00,4392,633,0,1259,236,16,0,105,2144,0,0,14.41,31.95,0.0,,28.67,54.48,5.37,11.46,0.36,160.0,2.39,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,17:00,2026-02-02T16:00:00+00:00,4050,635,0,1428,72,16,0,105,1796,0,0,15.68,32.05,0.0,,35.26,61.79,1.78,3.5,0.4,160.0,2.59,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,17:30,2026-02-02T16:30:00+00:00,4024,635,0,1410,47,16,0,105,1812,0,0,15.78,32.05,0.0,,35.04,61.01,1.17,2.28,0.4,160.0,2.61,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,19:45,2026-02-02T18:45:00+00:00,4061,636,0,892,0,16,0,105,2413,0,0,15.66,32.1,0.0,,21.97,38.6,0.0,0.0,0.39,160.0,2.59,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,21:45,2026-02-02T20:45:00+00:00,3681,636,0,928,0,16,0,105,1997,0,0,17.28,32.1,0.0,,25.21,40.16,0.0,0.0,0.43,160.0,2.85,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,23:30,2026-02-02T22:30:00+00:00,3816,210,0,1001,0,16,0,105,2484,0,0,5.5,10.6,0.0,,26.23,43.31,0.0,0.0,0.42,160.0,2.75,115.38,
52,Pays de la Loire,Données temps réel,2026-02-02,23:45,2026-02-02T22:45:00+00:00,3846,213,0,976,0,16,0,105,2537,0,0,5.54,10.75,0.0,,25.38,42.23,0.0,0.0,0.42,160.0,2.73,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,00:00,2026-02-02T23:00:00+00:00,3828,213,0,1025,0,16,0,105,2470,0,0,5.56,10.75,0.0,,26.78,44.35,0.0,0.0,0.42,160.0,2.74,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,00:45,2026-02-02T23:45:00+00:00,3658,211,0,988,0,16,0,105,2339,0,0,5.77,10.65,0.0,,27.01,42.75,0.0,0.0,0.44,160.0,2.87,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,01:45,2026-02-03T00:45:00+00:00,3639,215,0,977,0,16,0,105,2327,0,0,5.91,10.85,0.0,,26.85,42.28,0.0,0.0,0.44,160.0,2.89,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,03:00,2026-02-03T02:00:00+00:00,3325,212,0,969,0,16,0,105,2025,0,0,6.38,10.7,0.0,,29.14,41.93,0.0,0.0,0.48,160.0,3.16,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,06:30,2026-02-03T05:30:00+00:00,3746,217,0,1086,0,16,0,105,2322,0,1,5.79,10.95,0.0,,28.99,46.99,0.0,0.0,0.43,160.0,2.8,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,07:15,2026-02-03T06:15:00+00:00,4025,217,0,969,0,16,0,105,2719,0,0,5.39,10.95,0.0,,24.07,41.93,0.0,0.0,0.4,160.0,2.61,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,07:30,2026-02-03T06:30:00+00:00,4186,217,0,1063,12,16,0,105,2773,0,0,5.18,10.95,0.0,,25.39,46.0,0.29,0.58,0.38,160.0,2.51,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,08:30,2026-02-03T07:30:00+00:00,4373,217,0,1029,35,16,0,105,2838,67,67,4.96,10.95,0.0,,23.53,44.53,0.8,1.7,0.37,160.0,2.4,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,11:00,2026-02-03T10:00:00+00:00,4166,216,0,905,356,16,0,105,2571,-1,0,5.18,10.9,0.0,,21.72,39.16,8.55,17.28,0.38,160.0,2.52,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,12:15,2026-02-03T11:15:00+00:00,4185,214,0,940,521,16,0,105,2390,0,0,5.11,10.8,0.0,,22.46,40.68,12.45,25.29,0.38,160.0,2.51,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,14:00,2026-02-03T13:00:00+00:00,3829,213,0,918,520,16,0,105,2058,-1,0,5.56,10.75,0.0,,23.97,39.72,13.58,25.24,0.42,160.0,2.74,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,14:30,2026-02-03T13:30:00+00:00,3668,212,0,939,518,16,0,105,1879,0,0,5.78,10.7,0.0,,25.6,40.63,14.12,25.15,0.44,160.0,2.86,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,16:30,2026-02-03T15:30:00+00:00,3656,212,0,868,245,16,0,105,2210,0,0,5.8,10.7,0.0,,23.74,37.56,6.7,11.89,0.44,160.0,2.87,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,17:00,2026-02-03T16:00:00+00:00,3644,212,0,817,151,16,0,105,2343,0,0,5.82,10.7,0.0,,22.42,35.35,4.14,7.33,0.44,160.0,2.88,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,17:15,2026-02-03T16:15:00+00:00,3729,213,0,774,123,16,0,105,2499,0,0,5.71,10.75,0.0,,20.76,33.49,3.3,5.97,0.43,160.0,2.82,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,17:45,2026-02-03T16:45:00+00:00,3910,213,0,679,46,16,0,105,2659,96,97,5.45,10.75,0.0,,17.37,29.38,1.18,2.23,0.41,160.0,2.69,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,18:00,2026-02-03T17:00:00+00:00,3855,213,0,673,11,16,0,105,2783,27,28,5.53,10.75,0.0,,17.46,29.12,0.29,0.53,0.42,160.0,2.72,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,18:30,2026-02-03T17:30:00+00:00,4147,214,0,667,9,16,0,105,3050,44,44,5.16,10.8,0.0,,16.08,28.86,0.22,0.44,0.39,160.0,2.53,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,18:45,2026-02-03T17:45:00+00:00,4290,214,0,782,9,16,0,105,2973,96,96,4.99,10.8,0.0,,18.23,33.84,0.21,0.44,0.37,160.0,2.45,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,19:15,2026-02-03T18:15:00+00:00,4330,215,0,954,0,16,0,105,3042,0,0,4.97,10.85,0.0,,22.03,41.28,0.0,0.0,0.37,160.0,2.42,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,20:15,2026-02-03T19:15:00+00:00,3984,210,0,945,0,16,0,105,2710,-2,0,5.27,10.6,0.0,,23.72,40.89,0.0,0.0,0.4,160.0,2.64,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,21:30,2026-02-03T20:30:00+00:00,3661,211,0,743,0,16,0,105,2586,0,0,5.76,10.65,0.0,,20.3,32.15,0.0,0.0,0.44,160.0,2.87,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,23:30,2026-02-03T22:30:00+00:00,3844,212,0,565,0,16,0,105,2946,0,0,5.52,10.7,0.0,,14.7,24.45,0.0,0.0,0.42,160.0,2.73,115.38,
52,Pays de la Loire,Données temps réel,2026-02-03,23:45,2026-02-03T22:45:00+00:00,3866,211,0,589,0,16,0,105,2945,0,0,5.46,10.65,0.0,,15.24,25.49,0.0,0.0,0.41,160.0,2.72,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,00:15,2026-02-03T23:15:00+00:00,3936,212,0,634,0,16,0,105,2971,0,0,5.39,10.7,0.0,,16.11,27.43,0.0,0.0,0.41,160.0,2.67,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,01:15,2026-02-04T00:15:00+00:00,3722,213,0,894,0,16,0,105,2495,0,0,5.72,10.75,0.0,,24.02,38.68,0.0,0.0,0.43,160.0,2.82,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,04:45,2026-02-04T03:45:00+00:00,3387,215,0,1062,0,16,0,105,1989,0,0,6.35,10.85,0.0,,31.36,45.95,0.0,0.0,0.47,160.0,3.1,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,07:00,2026-02-04T06:00:00+00:00,4179,215,0,1217,0,16,0,105,2626,0,0,5.14,10.85,0.0,,29.12,52.66,0.0,0.0,0.38,160.0,2.51,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,07:45,2026-02-04T06:45:00+00:00,4402,253,0,1246,14,16,0,105,2748,10,10,5.75,12.77,0.0,,28.31,53.92,0.32,0.68,0.36,160.0,2.39,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,08:00,2026-02-04T07:00:00+00:00,4468,253,0,1276,14,16,0,105,2804,0,0,5.66,12.77,0.0,,28.56,55.21,0.31,0.68,0.36,160.0,2.35,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,09:00,2026-02-04T08:00:00+00:00,4518,252,0,1274,58,15,0,105,2814,0,0,5.58,12.72,0.0,,28.2,55.13,1.28,2.82,0.33,150.0,2.32,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,09:45,2026-02-04T08:45:00+00:00,4508,214,0,1211,150,15,0,105,2813,0,0,4.75,10.8,0.0,,26.86,52.4,3.33,7.28,0.33,150.0,2.33,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,11:45,2026-02-04T10:45:00+00:00,4323,211,0,1066,426,16,0,105,2499,0,0,4.88,10.65,0.0,,24.66,46.13,9.85,20.68,0.37,160.0,2.43,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,12:15,2026-02-04T11:15:00+00:00,4270,210,0,1071,491,15,0,105,2377,0,0,4.92,10.6,0.0,,25.08,46.34,11.5,23.83,0.35,150.0,2.46,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,13:00,2026-02-04T12:00:00+00:00,4131,211,0,1125,616,16,0,105,2061,-1,0,5.11,10.65,0.0,,27.23,48.68,14.91,29.9,0.39,160.0,2.54,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,14:15,2026-02-04T13:15:00+00:00,4183,207,0,1278,550,16,0,105,2027,0,0,4.95,10.45,0.0,,30.55,55.3,13.15,26.7,0.38,160.0,2.51,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,14:45,2026-02-04T13:45:00+00:00,4092,207,0,1302,457,16,0,105,2005,0,0,5.06,10.45,0.0,,31.82,56.34,11.17,22.18,0.39,160.0,2.57,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,15:30,2026-02-04T14:30:00+00:00,4065,207,0,1306,302,16,0,105,2129,0,1,5.09,10.45,0.0,,32.13,56.51,7.43,14.66,0.39,160.0,2.58,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,15:45,2026-02-04T14:45:00+00:00,4051,207,0,1267,257,16,0,105,2200,0,1,5.11,10.45,0.0,,31.28,54.82,6.34,12.48,0.39,160.0,2.59,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,17:30,2026-02-04T16:30:00+00:00,4028,208,0,1190,60,16,0,105,2450,0,0,5.16,10.5,0.0,,29.54,51.49,1.49,2.91,0.4,160.0,2.61,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,20:00,2026-02-04T19:00:00+00:00,4130,210,0,1386,0,16,0,105,2367,24,24,5.08,10.6,0.0,,33.56,59.97,0.0,0.0,0.39,160.0,2.54,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,21:30,2026-02-04T20:30:00+00:00,3656,215,0,1379,0,16,0,105,1942,0,0,5.88,10.85,0.0,,37.72,59.67,0.0,0.0,0.44,160.0,2.87,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,21:45,2026-02-04T20:45:00+00:00,3601,215,0,1336,0,16,0,105,1930,0,0,5.97,10.85,0.0,,37.1,57.81,0.0,0.0,0.44,160.0,2.92,115.38,
52,Pays de la Loire,Données temps réel,2026-02-04,23:15,2026-02-04T22:15:00+00:00,3835,216,0,1346,0,16,0,105,2074,40,40,5.63,10.9,0.0,,35.1,58.24,0.0,0.0,0.42,160.0,2.74,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,01:00,2026-02-05T00:00:00+00:00,3500,216,0,1442,0,16,0,105,1721,0,0,6.17,10.9,0.0,,41.2,62.4,0.0,0.0,0.46,160.0,3.0,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,02:15,2026-02-05T01:15:00+00:00,3450,216,0,1443,0,16,0,105,1671,-1,0,6.26,10.9,0.0,,41.83,62.44,0.0,0.0,0.46,160.0,3.04,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,03:45,2026-02-05T02:45:00+00:00,3162,217,0,1364,0,16,0,105,1462,0,0,6.86,10.95,0.0,,43.14,59.02,0.0,0.0,0.51,160.0,3.32,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,04:45,2026-02-05T03:45:00+00:00,3287,217,0,1323,0,16,0,105,1629,-1,0,6.6,10.95,0.0,,40.25,57.25,0.0,0.0,0.49,160.0,3.19,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,05:30,2026-02-05T04:30:00+00:00,3330,216,0,1363,0,16,0,105,1630,0,0,6.49,10.9,0.0,,40.93,58.98,0.0,0.0,0.48,160.0,3.15,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,06:30,2026-02-05T05:30:00+00:00,3808,217,0,1235,0,15,0,105,2043,96,97,5.7,10.95,0.0,,32.43,53.44,0.0,0.0,0.39,150.0,2.76,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,08:15,2026-02-05T07:15:00+00:00,4229,217,0,1295,15,15,0,105,2487,48,48,5.13,10.95,0.0,,30.62,56.04,0.35,0.73,0.35,150.0,2.48,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,09:45,2026-02-05T08:45:00+00:00,4356,216,0,1451,114,16,0,105,2454,0,0,4.96,10.9,0.0,,33.31,62.79,2.62,5.53,0.37,160.0,2.41,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,10:00,2026-02-05T09:00:00+00:00,4376,216,0,1442,132,16,0,105,2466,0,0,4.94,10.9,0.0,,32.95,62.4,3.02,6.41,0.37,160.0,2.4,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,10:15,2026-02-05T09:15:00+00:00,4371,215,0,1430,153,16,0,105,2453,0,0,4.92,10.85,0.0,,32.72,61.88,3.5,7.43,0.37,160.0,2.4,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,11:30,2026-02-05T10:30:00+00:00,4386,214,0,1061,242,15,0,105,2748,0,0,4.88,10.8,0.0,,24.19,45.91,5.52,11.75,0.34,150.0,2.39,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,12:00,2026-02-05T11:00:00+00:00,4360,214,0,855,260,15,0,105,2910,0,0,4.91,10.8,0.0,,19.61,37.0,5.96,12.62,0.34,150.0,2.41,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,12:15,2026-02-05T11:15:00+00:00,4502,213,0,868,277,15,0,105,3024,0,0,4.73,10.75,0.0,,19.28,37.56,6.15,13.45,0.33,150.0,2.33,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,13:00,2026-02-05T12:00:00+00:00,4380,213,0,1236,275,16,0,105,2535,0,0,4.86,10.75,0.0,,28.22,53.48,6.28,13.35,0.37,160.0,2.4,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,13:30,2026-02-05T12:30:00+00:00,4380,212,0,1438,244,16,0,105,2366,-1,0,4.84,10.7,0.0,,32.83,62.22,5.57,11.84,0.37,160.0,2.4,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,16:00,2026-02-05T15:00:00+00:00,4202,212,0,1232,133,16,0,105,2505,0,0,5.05,10.7,0.0,,29.32,53.31,3.17,6.46,0.38,160.0,2.5,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,17:00,2026-02-05T16:00:00+00:00,4060,212,0,1402,95,16,0,105,2232,0,0,5.22,10.7,0.0,,34.53,60.67,2.34,4.61,0.39,160.0,2.59,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,17:15,2026-02-05T16:15:00+00:00,4170,212,0,1459,82,16,0,105,2296,0,0,5.08,10.7,0.0,,34.99,63.13,1.97,3.98,0.38,160.0,2.52,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,18:30,2026-02-05T17:30:00+00:00,4298,248,0,1102,9,15,0,105,2818,0,0,5.77,12.52,0.0,,25.64,47.68,0.21,0.44,0.35,150.0,2.44,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,20:00,2026-02-05T19:00:00+00:00,4210,249,0,1310,0,16,0,105,2531,0,0,5.91,12.57,0.0,,31.12,56.69,0.0,0.0,0.38,160.0,2.49,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,22:45,2026-02-05T21:45:00+00:00,3980,250,0,1334,0,16,0,105,2276,0,0,6.28,12.62,0.0,,33.52,57.72,0.0,0.0,0.4,160.0,2.64,115.38,
52,Pays de la Loire,Données temps réel,2026-02-05,23:45,2026-02-05T22:45:00+00:00,3860,215,0,1399,0,16,0,105,2125,0,0,5.57,10.85,0.0,,36.24,60.54,0.0,0.0,0.41,160.0,2.72,115.38,
52,Pays de la Loire,Données temps réel,2026-02-06,01:15,2026-02-06T00:15:00+00:00,3686,215,0,1478,0,16,0,105,1873,0,0,5.83,10.85,0.0,,40.1,63.95,0.0,0.0,0.43,160.0,2.85,115.38,
