date_heure,libelle_metropole,consommation
2022-06-01 00:00:00+00:00,Nantes Métropole,202.25
2022-06-01 01:00:00+00:00,Nantes Métropole,180.0
2022-06-01 02:00:00+00:00,Nantes Métropole,183.0
2022-06-01 03:00:00+00:00,Nantes Métropole,210.75
2022-06-01 04:00:00+00:00,Nantes Métropole,246.75
2022-06-01 05:00:00+00:00,Nantes Métropole,309.25
2022-06-01 06:00:00+00:00,Nantes Métropole,347.75
2022-06-01 07:00:00+00:00,Nantes Métropole,368.0
2022-06-01 08:00:00+00:00,Nantes Métropole,392.75
2022-06-01 09:00:00+00:00,Nantes Métropole,407.75
2022-06-01 10:00:00+00:00,Nantes Métropole,420.0
2022-06-01 11:00:00+00:00,Nantes Métropole,411.5
2022-06-01 12:00:00+00:00,Nantes Métropole,392.5
2022-06-01 13:00:00+00:00,Nantes Métropole,368.25
2022-06-01 14:00:00+00:00,Nantes Métropole,368.75
2022-06-01 15:00:00+00:00,Nantes Métropole,384.25
2022-06-01 16:00:00+00:00,Nantes Métropole,387.5
2022-06-01 17:00:00+00:00,Nantes Métropole,398.25
2022-06-01 18:00:00+00:00,Nantes Métropole,369.5
2022-06-01 19:00:00+00:00,Nantes Métropole,346.25
2022-06-01 20:00:00+00:00,Nantes Métropole,333.0
2022-06-01 21:00:00+00:00,Nantes Métropole,322.75
2022-06-01 22:00:00+00:00,Nantes Métropole,299.25
2022-06-01 23:00:00+00:00,Nantes Métropole,255.0
2022-06-02 00:00:00+00:00,Nantes Métropole,235.0
2022-06-02 01:00:00+00:00,Nantes Métropole,207.5
2022-06-02 02:00:00+00:00,Nantes Métropole,206.0
2022-06-02 03:00:00+00:00,Nantes Métropole,228.5
2022-06-02 04:00:00+00:00,Nantes Métropole,266.25
2022-06-02 05:00:00+00:00,Nantes Métropole,309.75
2022-06-02 06:00:00+00:00,Nantes Métropole,348.0
2022-06-02 07:00:00+00:00,Nantes Métropole,364.0
2022-06-02 08:00:00+00:00,Nantes Métropole,380.25
2022-06-02 09:00:00+00:00,Nantes Métropole,401.25
2022-06-02 10:00:00+00:00,Nantes Métropole,419.75
2022-06-02 11:00:00+00:00,Nantes Métropole,399.25
2022-06-02 12:00:00+00:00,Nantes Métropole,386.75
2022-06-02 13:00:00+00:00,Nantes Métropole,371.75
2022-06-02 14:00:00+00:00,Nantes Métropole,375.5
2022-06-02 15:00:00+00:00,Nantes Métropole,374.5
2022-06-02 16:00:00+00:00,Nantes Métropole,380.75
2022-06-02 17:00:00+00:00,Nantes Métropole,377.5
2022-06-02 18:00:00+00:00,Nantes Métropole,351.25
2022-06-02 19:00:00+00:00,Nantes Métropole,316.25
2022-06-02 20:00:00+00:00,Nantes Métropole,316.25
2022-06-02 21:00:00+00:00,Nantes Métropole,310.25
2022-06-02 22:00:00+00:00,Nantes Métropole,290.75
2022-06-02 23:00:00+00:00,Nantes Métropole,262.0
2022-06-03 00:00:00+00:00,Nantes Métropole,226.25
2022-06-03 01:00:00+00:00,Nantes Métropole,187.5
2022-06-03 02:00:00+00:00,Nantes Métropole,174.75
2022-06-03 03:00:00+00:00,Nantes Métropole,189.25
2022-06-03 04:00:00+00:00,Nantes Métropole,230.75
2022-06-03 05:00:00+00:00,Nantes Métropole,278.5
2022-06-03 06:00:00+00:00,Nantes Métropole,313.0
2022-06-03 07:00:00+00:00,Nantes Métropole,323.5
2022-06-03 08:00:00+00:00,Nantes Métropole,331.0
2022-06-03 09:00:00+00:00,Nantes Métropole,350.0
2022-06-03 10:00:00+00:00,Nantes Métropole,377.25
2022-06-03 11:00:00+00:00,Nantes Métropole,376.25
2022-06-03 12:00:00+00:00,Nantes Métropole,355.75
2022-06-03 13:00:00+00:00,Nantes Métropole,349.0
2022-06-03 14:00:00+00:00,Nantes Métropole,365.25
2022-06-03 15:00:00+00:00,Nantes Métropole,363.0
2022-06-03 16:00:00+00:00,Nantes Métropole,360.75
2022-06-03 17:00:00+00:00,Nantes Métropole,355.0
2022-06-03 18:00:00+00:00,Nantes Métropole,314.75
2022-06-03 19:00:00+00:00,Nantes Métropole,266.5
2022-06-03 20:00:00+00:00,Nantes Métropole,266.0
2022-06-03 21:00:00+00:00,Nantes Métropole,272.25
2022-06-03 22:00:00+00:00,Nantes Métropole,259.0
2022-06-03 23:00:00+00:00,Nantes Métropole,207.5
2022-06-04 00:00:00+00:00,Nantes Métropole,176.5
2022-06-04 01:00:00+00:00,Nantes Métropole,157.25
2022-06-04 02:00:00+00:00,Nantes Métropole,144.0
2022-06-04 03:00:00+00:00,Nantes Métropole,144.75
2022-06-04 04:00:00+00:00,Nantes Métropole,152.0
2022-06-04 05:00:00+00:00,Nantes Métropole,170.25
2022-06-04 06:00:00+00:00,Nantes Métropole,196.75
2022-06-04 07:00:00+00:00,Nantes Métropole,237.75
2022-06-04 08:00:00+00:00,Nantes Métropole,265.75
2022-06-04 09:00:00+00:00,Nantes Métropole,281.75
2022-06-04 10:00:00+00:00,Nantes Métropole,296.5
2022-06-04 11:00:00+00:00,Nantes Métropole,292.0
2022-06-04 12:00:00+00:00,Nantes Métropole,284.75
2022-06-04 13:00:00+00:00,Nantes Métropole,268.0
2022-06-04 14:00:00+00:00,Nantes Métropole,259.0
2022-06-04 15:00:00+00:00,Nantes Métropole,239.0
2022-06-04 16:00:00+00:00,Nantes Métropole,250.75
2022-06-04 17:00:00+00:00,Nantes Métropole,254.5
2022-06-04 18:00:00+00:00,Nantes Métropole,220.25
2022-06-04 19:00:00+00:00,Nantes Métropole,198.25
2022-06-04 20:00:00+00:00,Nantes Métropole,209.0
2022-06-04 21:00:00+00:00,Nantes Métropole,232.0
2022-06-04 22:00:00+00:00,Nantes Métropole,225.75
2022-06-04 23:00:00+00:00,Nantes Métropole,189.25
2022-06-05 00:00:00+00:00,Nantes Métropole,169.0
2022-06-05 01:00:00+00:00,Nantes Métropole,136.0
2022-06-05 02:00:00+00:00,Nantes Métropole,136.5
2022-06-05 03:00:00+00:00,Nantes Métropole,134.75
2022-06-05 04:00:00+00:00,Nantes Métropole,141.25
2022-06-05 05:00:00+00:00,Nantes Métropole,150.0
2022-06-05 06:00:00+00:00,Nantes Métropole,167.25
2022-06-05 07:00:00+00:00,Nantes Métropole,195.75
2022-06-05 08:00:00+00:00,Nantes Métropole,222.75
2022-06-05 09:00:00+00:00,Nantes Métropole,252.0
2022-06-05 10:00:00+00:00,Nantes Métropole,269.5
2022-06-05 11:00:00+00:00,Nantes Métropole,280.75
2022-06-05 12:00:00+00:00,Nantes Métropole,279.25
2022-06-05 13:00:00+00:00,Nantes Métropole,273.5
2022-06-05 14:00:00+00:00,Nantes Métropole,262.25
2022-06-05 15:00:00+00:00,Nantes Métropole,250.0
2022-06-05 16:00:00+00:00,Nantes Métropole,245.0
2022-06-05 17:00:00+00:00,Nantes Métropole,246.25
2022-06-05 18:00:00+00:00,Nantes Métropole,234.5
2022-06-05 19:00:00+00:00,Nantes Métropole,203.25
2022-06-05 20:00:00+00:00,Nantes Métropole,205.5
2022-06-05 21:00:00+00:00,Nantes Métropole,219.5
2022-06-05 22:00:00+00:00,Nantes Métropole,231.5
2022-06-05 23:00:00+00:00,Nantes Métropole,197.75
2022-06-06 00:00:00+00:00,Nantes Métropole,180.75
2022-06-06 01:00:00+00:00,Nantes Métropole,171.25
2022-06-06 02:00:00+00:00,Nantes Métropole,160.75
2022-06-06 03:00:00+00:00,Nantes Métropole,160.75
2022-06-06 04:00:00+00:00,Nantes Métropole,161.75
2022-06-06 05:00:00+00:00,Nantes Métropole,175.5
2022-06-06 06:00:00+00:00,Nantes Métropole,199.25
2022-06-06 07:00:00+00:00,Nantes Métropole,232.25
2022-06-06 08:00:00+00:00,Nantes Métropole,264.75
2022-06-06 09:00:00+00:00,Nantes Métropole,297.25
2022-06-06 10:00:00+00:00,Nantes Métropole,320.0
2022-06-06 11:00:00+00:00,Nantes Métropole,327.25
2022-06-06 12:00:00+00:00,Nantes Métropole,306.0
2022-06-06 13:00:00+00:00,Nantes Métropole,281.25
2022-06-06 14:00:00+00:00,Nantes Métropole,272.0
2022-06-06 15:00:00+00:00,Nantes Métropole,270.75
2022-06-06 16:00:00+00:00,Nantes Métropole,294.0
2022-06-06 17:00:00+00:00,Nantes Métropole,314.25
2022-06-06 18:00:00+00:00,Nantes Métropole,294.5
2022-06-06 19:00:00+00:00,Nantes Métropole,272.5
2022-06-06 20:00:00+00:00,Nantes Métropole,264.5
2022-06-06 21:00:00+00:00,Nantes Métropole,255.0
2022-06-06 22:00:00+00:00,Nantes Métropole,242.75
2022-06-06 23:00:00+00:00,Nantes Métropole,220.0
2022-06-07 00:00:00+00:00,Nantes Métropole,205.25
2022-06-07 01:00:00+00:00,Nantes Métropole,193.25
2022-06-07 02:00:00+00:00,Nantes Métropole,198.75
2022-06-07 03:00:00+00:00,Nantes Métropole,199.25
2022-06-07 04:00:00+00:00,Nantes Métropole,219.0
2022-06-07 05:00:00+00:00,Nantes Métropole,284.0
2022-06-07 06:00:00+00:00,Nantes Métropole,311.75
2022-06-07 07:00:00+00:00,Nantes Métropole,360.75
2022-06-07 08:00:00+00:00,Nantes Métropole,375.5
2022-06-07 09:00:00+00:00,Nantes Métropole,411.0
2022-06-07 10:00:00+00:00,Nantes Métropole,443.25
2022-06-07 11:00:00+00:00,Nantes Métropole,426.75
2022-06-07 12:00:00+00:00,Nantes Métropole,399.0
2022-06-07 13:00:00+00:00,Nantes Métropole,371.25
2022-06-07 14:00:00+00:00,Nantes Métropole,352.75
2022-06-07 15:00:00+00:00,Nantes Métropole,369.25
2022-06-07 16:00:00+00:00,Nantes Métropole,362.5
2022-06-07 17:00:00+00:00,Nantes Métropole,357.75
2022-06-07 18:00:00+00:00,Nantes Métropole,327.0
2022-06-07 19:00:00+00:00,Nantes Métropole,268.25
2022-06-07 20:00:00+00:00,Nantes Métropole,253.5
2022-06-07 21:00:00+00:00,Nantes Métropole,256.25
2022-06-07 22:00:00+00:00,Nantes Métropole,233.5
2022-06-07 23:00:00+00:00,Nantes Métropole,221.75
2022-06-08 00:00:00+00:00,Nantes Métropole,216.0
2022-06-08 01:00:00+00:00,Nantes Métropole,202.75
2022-06-08 02:00:00+00:00,Nantes Métropole,202.5
2022-06-08 03:00:00+00:00,Nantes Métropole,217.25
2022-06-08 04:00:00+00:00,Nantes Métropole,246.5
2022-06-08 05:00:00+00:00,Nantes Métropole,302.5
2022-06-08 06:00:00+00:00,Nantes Métropole,340.75
2022-06-08 07:00:00+00:00,Nantes Métropole,368.25
2022-06-08 08:00:00+00:00,Nantes Métropole,374.75
2022-06-08 09:00:00+00:00,Nantes Métropole,385.75
2022-06-08 10:00:00+00:00,Nantes Métropole,416.25
2022-06-08 11:00:00+00:00,Nantes Métropole,416.0
2022-06-08 12:00:00+00:00,Nantes Métropole,398.75
2022-06-08 13:00:00+00:00,Nantes Métropole,395.25
2022-06-08 14:00:00+00:00,Nantes Métropole,382.5
2022-06-08 15:00:00+00:00,Nantes Métropole,374.5
2022-06-08 16:00:00+00:00,Nantes Métropole,376.0
2022-06-08 17:00:00+00:00,Nantes Métropole,373.25
2022-06-08 18:00:00+00:00,Nantes Métropole,337.0
2022-06-08 19:00:00+00:00,Nantes Métropole,298.5
2022-06-08 20:00:00+00:00,Nantes Métropole,283.25
2022-06-08 21:00:00+00:00,Nantes Métropole,292.3333333333333
2022-06-08 22:00:00+00:00,Nantes Métropole,259.25
2022-06-08 23:00:00+00:00,Nantes Métropole,222.75
2022-06-09 00:00:00+00:00,Nantes Métropole,208.0
2022-06-09 01:00:00+00:00,Nantes Métropole,198.75
2022-06-09 02:00:00+00:00,Nantes Métropole,199.0
2022-06-09 03:00:00+00:00,Nantes Métropole,196.5
2022-06-09 04:00:00+00:00,Nantes Métropole,241.75
2022-06-09 05:00:00+00:00,Nantes Métropole,308.5
2022-06-09 06:00:00+00:00,Nantes Métropole,351.0
2022-06-09 07:00:00+00:00,Nantes Métropole,376.0
2022-06-09 08:00:00+00:00,Nantes Métropole,387.0
2022-06-09 09:00:00+00:00,Nantes Métropole,401.5
2022-06-09 10:00:00+00:00,Nantes Métropole,419.25
2022-06-09 11:00:00+00:00,Nantes Métropole,415.75
2022-06-09 12:00:00+00:00,Nantes Métropole,396.75
2022-06-09 13:00:00+00:00,Nantes Métropole,386.5
2022-06-09 14:00:00+00:00,Nantes Métropole,379.5
2022-06-09 15:00:00+00:00,Nantes Métropole,376.25
2022-06-09 16:00:00+00:00,Nantes Métropole,372.0
2022-06-09 17:00:00+00:00,Nantes Métropole,366.25
2022-06-09 18:00:00+00:00,Nantes Métropole,331.5
2022-06-09 19:00:00+00:00,Nantes Métropole,282.25
2022-06-09 20:00:00+00:00,Nantes Métropole,277.5
2022-06-09 21:00:00+00:00,Nantes Métropole,287.25
2022-06-09 22:00:00+00:00,Nantes Métropole,252.25
2022-06-09 23:00:00+00:00,Nantes Métropole,207.25
2022-06-10 00:00:00+00:00,Nantes Métropole,183.0
2022-06-10 01:00:00+00:00,Nantes Métropole,165.0
2022-06-10 02:00:00+00:00,Nantes Métropole,171.5
2022-06-10 03:00:00+00:00,Nantes Métropole,187.0
2022-06-10 04:00:00+00:00,Nantes Métropole,216.0
2022-06-10 05:00:00+00:00,Nantes Métropole,286.75
2022-06-10 06:00:00+00:00,Nantes Métropole,337.25
2022-06-10 07:00:00+00:00,Nantes Métropole,366.0
2022-06-10 08:00:00+00:00,Nantes Métropole,374.0
2022-06-10 09:00:00+00:00,Nantes Métropole,396.25
2022-06-10 10:00:00+00:00,Nantes Métropole,420.5
2022-06-10 11:00:00+00:00,Nantes Métropole,416.75
2022-06-10 12:00:00+00:00,Nantes Métropole,403.75
2022-06-10 13:00:00+00:00,Nantes Métropole,379.75
2022-06-10 14:00:00+00:00,Nantes Métropole,366.5
2022-06-10 15:00:00+00:00,Nantes Métropole,351.0
2022-06-10 16:00:00+00:00,Nantes Métropole,355.25
2022-06-10 17:00:00+00:00,Nantes Métropole,345.25
2022-06-10 18:00:00+00:00,Nantes Métropole,315.75
2022-06-10 19:00:00+00:00,Nantes Métropole,276.5
2022-06-10 20:00:00+00:00,Nantes Métropole,276.25
2022-06-10 21:00:00+00:00,Nantes Métropole,278.25
2022-06-10 22:00:00+00:00,Nantes Métropole,257.25
2022-06-10 23:00:00+00:00,Nantes Métropole,215.75
2022-06-11 00:00:00+00:00,Nantes Métropole,195.25
2022-06-11 01:00:00+00:00,Nantes Métropole,183.75
2022-06-11 02:00:00+00:00,Nantes Métropole,185.0
2022-06-11 03:00:00+00:00,Nantes Métropole,182.5
2022-06-11 04:00:00+00:00,Nantes Métropole,185.0
2022-06-11 05:00:00+00:00,Nantes Métropole,199.5
2022-06-11 06:00:00+00:00,Nantes Métropole,232.75
2022-06-11 07:00:00+00:00,Nantes Métropole,268.0
2022-06-11 08:00:00+00:00,Nantes Métropole,274.25
2022-06-11 09:00:00+00:00,Nantes Métropole,310.0
2022-06-11 10:00:00+00:00,Nantes Métropole,330.25
2022-06-11 11:00:00+00:00,Nantes Métropole,325.5
2022-06-11 12:00:00+00:00,Nantes Métropole,305.0
2022-06-11 13:00:00+00:00,Nantes Métropole,291.75
2022-06-11 14:00:00+00:00,Nantes Métropole,289.0
2022-06-11 15:00:00+00:00,Nantes Métropole,284.0
2022-06-11 16:00:00+00:00,Nantes Métropole,283.0
2022-06-11 17:00:00+00:00,Nantes Métropole,282.75
2022-06-11 18:00:00+00:00,Nantes Métropole,255.25
2022-06-11 19:00:00+00:00,Nantes Métropole,230.25
2022-06-11 20:00:00+00:00,Nantes Métropole,238.5
2022-06-11 21:00:00+00:00,Nantes Métropole,255.25
2022-06-11 22:00:00+00:00,Nantes Métropole,244.0
2022-06-11 23:00:00+00:00,Nantes Métropole,214.25
2022-06-12 00:00:00+00:00,Nantes Métropole,205.5
2022-06-12 01:00:00+00:00,Nantes Métropole,184.5
2022-06-12 02:00:00+00:00,Nantes Métropole,178.0
2022-06-12 03:00:00+00:00,Nantes Métropole,168.75
2022-06-12 04:00:00+00:00,Nantes Métropole,164.5
2022-06-12 05:00:00+00:00,Nantes Métropole,175.0
2022-06-12 06:00:00+00:00,Nantes Métropole,192.0
2022-06-12 07:00:00+00:00,Nantes Métropole,212.75
2022-06-12 08:00:00+00:00,Nantes Métropole,219.5
2022-06-12 09:00:00+00:00,Nantes Métropole,233.0
2022-06-12 10:00:00+00:00,Nantes Métropole,246.0
2022-06-12 11:00:00+00:00,Nantes Métropole,253.25
2022-06-12 12:00:00+00:00,Nantes Métropole,248.25
2022-06-12 13:00:00+00:00,Nantes Métropole,242.5
2022-06-12 14:00:00+00:00,Nantes Métropole,234.0
2022-06-12 15:00:00+00:00,Nantes Métropole,227.0
2022-06-12 16:00:00+00:00,Nantes Métropole,249.5
2022-06-12 17:00:00+00:00,Nantes Métropole,270.25
2022-06-12 18:00:00+00:00,Nantes Métropole,260.75
2022-06-12 19:00:00+00:00,Nantes Métropole,242.0
2022-06-12 20:00:00+00:00,Nantes Métropole,232.5
2022-06-12 21:00:00+00:00,Nantes Métropole,246.0
2022-06-12 22:00:00+00:00,Nantes Métropole,238.75
2022-06-12 23:00:00+00:00,Nantes Métropole,218.5
2022-06-13 00:00:00+00:00,Nantes Métropole,205.5
2022-06-13 01:00:00+00:00,Nantes Métropole,206.75
2022-06-13 02:00:00+00:00,Nantes Métropole,209.25
2022-06-13 03:00:00+00:00,Nantes Métropole,223.0
2022-06-13 04:00:00+00:00,Nantes Métropole,271.0
2022-06-13 05:00:00+00:00,Nantes Métropole,328.75
2022-06-13 06:00:00+00:00,Nantes Métropole,359.25
2022-06-13 07:00:00+00:00,Nantes Métropole,378.5
2022-06-13 08:00:00+00:00,Nantes Métropole,388.25
2022-06-13 09:00:00+00:00,Nantes Métropole,399.0
2022-06-13 10:00:00+00:00,Nantes Métropole,406.0
2022-06-13 11:00:00+00:00,Nantes Métropole,404.25
2022-06-13 12:00:00+00:00,Nantes Métropole,394.75
2022-06-13 13:00:00+00:00,Nantes Métropole,391.5
2022-06-13 14:00:00+00:00,Nantes Métropole,383.0
2022-06-13 15:00:00+00:00,Nantes Métropole,361.0
2022-06-13 16:00:00+00:00,Nantes Métropole,363.0
2022-06-13 17:00:00+00:00,Nantes Métropole,356.5
2022-06-13 18:00:00+00:00,Nantes Métropole,324.75
2022-06-13 19:00:00+00:00,Nantes Métropole,278.5
2022-06-13 20:00:00+00:00,Nantes Métropole,267.75
2022-06-13 21:00:00+00:00,Nantes Métropole,277.0
2022-06-13 22:00:00+00:00,Nantes Métropole,253.5
2022-06-13 23:00:00+00:00,Nantes Métropole,225.75
2022-06-14 00:00:00+00:00,Nantes Métropole,217.5
2022-06-14 01:00:00+00:00,Nantes Métropole,214.25
2022-06-14 02:00:00+00:00,Nantes Métropole,221.5
2022-06-14 03:00:00+00:00,Nantes Métropole,233.0
2022-06-14 04:00:00+00:00,Nantes Métropole,260.5
2022-06-14 05:00:00+00:00,Nantes Métropole,297.5
2022-06-14 06:00:00+00:00,Nantes Métropole,333.5
2022-06-14 07:00:00+00:00,Nantes Métropole,369.25
2022-06-14 08:00:00+00:00,Nantes Métropole,388.5
2022-06-14 09:00:00+00:00,Nantes Métropole,404.0
2022-06-14 10:00:00+00:00,Nantes Métropole,410.75
2022-06-14 11:00:00+00:00,Nantes Métropole,411.25
2022-06-14 12:00:00+00:00,Nantes Métropole,392.25
2022-06-14 13:00:00+00:00,Nantes Métropole,377.0
2022-06-14 14:00:00+00:00,Nantes Métropole,381.0
2022-06-14 15:00:00+00:00,Nantes Métropole,369.75
2022-06-14 16:00:00+00:00,Nantes Métropole,369.5
2022-06-14 17:00:00+00:00,Nantes Métropole,372.5
2022-06-14 18:00:00+00:00,Nantes Métropole,344.5
2022-06-14 19:00:00+00:00,Nantes Métropole,324.25
2022-06-14 20:00:00+00:00,Nantes Métropole,296.25
2022-06-14 21:00:00+00:00,Nantes Métropole,286.75
2022-06-14 22:00:00+00:00,Nantes Métropole,272.5
2022-06-14 23:00:00+00:00,Nantes Métropole,220.0
2022-06-15 00:00:00+00:00,Nantes Métropole,210.5
2022-06-15 01:00:00+00:00,Nantes Métropole,202.25
2022-06-15 02:00:00+00:00,Nantes Métropole,210.75
2022-06-15 03:00:00+00:00,Nantes Métropole,222.75
2022-06-15 04:00:00+00:00,Nantes Métropole,265.25
2022-06-15 05:00:00+00:00,Nantes Métropole,309.25
2022-06-15 06:00:00+00:00,Nantes Métropole,358.75
2022-06-15 07:00:00+00:00,Nantes Métropole,399.5
2022-06-15 08:00:00+00:00,Nantes Métropole,415.25
2022-06-15 09:00:00+00:00,Nantes Métropole,428.5
2022-06-15 10:00:00+00:00,Nantes Métropole,447.75
2022-06-15 11:00:00+00:00,Nantes Métropole,450.25
2022-06-15 12:00:00+00:00,Nantes Métropole,425.75
2022-06-15 13:00:00+00:00,Nantes Métropole,429.75
2022-06-15 14:00:00+00:00,Nantes Métropole,426.75
2022-06-15 15:00:00+00:00,Nantes Métropole,407.5
2022-06-15 16:00:00+00:00,Nantes Métropole,389.25
2022-06-15 17:00:00+00:00,Nantes Métropole,377.75
2022-06-15 18:00:00+00:00,Nantes Métropole,356.0
2022-06-15 19:00:00+00:00,Nantes Métropole,319.75
2022-06-15 20:00:00+00:00,Nantes Métropole,304.0
2022-06-15 21:00:00+00:00,Nantes Métropole,294.75
2022-06-15 22:00:00+00:00,Nantes Métropole,277.5
2022-06-15 23:00:00+00:00,Nantes Métropole,242.0
2022-06-16 00:00:00+00:00,Nantes Métropole,210.5
2022-06-16 01:00:00+00:00,Nantes Métropole,197.0
2022-06-16 02:00:00+00:00,Nantes Métropole,196.75
2022-06-16 03:00:00+00:00,Nantes Métropole,205.0
2022-06-16 04:00:00+00:00,Nantes Métropole,229.5
2022-06-16 05:00:00+00:00,Nantes Métropole,278.5
2022-06-16 06:00:00+00:00,Nantes Métropole,324.0
2022-06-16 07:00:00+00:00,Nantes Métropole,353.75
2022-06-16 08:00:00+00:00,Nantes Métropole,377.25
2022-06-16 09:00:00+00:00,Nantes Métropole,395.75
2022-06-16 10:00:00+00:00,Nantes Métropole,423.5
2022-06-16 11:00:00+00:00,Nantes Métropole,420.0
2022-06-16 12:00:00+00:00,Nantes Métropole,404.25
2022-06-16 13:00:00+00:00,Nantes Métropole,395.5
2022-06-16 14:00:00+00:00,Nantes Métropole,384.75
2022-06-16 15:00:00+00:00,Nantes Métropole,389.25
2022-06-16 16:00:00+00:00,Nantes Métropole,383.5
2022-06-16 17:00:00+00:00,Nantes Métropole,363.25
2022-06-16 18:00:00+00:00,Nantes Métropole,338.25
2022-06-16 19:00:00+00:00,Nantes Métropole,313.75
2022-06-16 20:00:00+00:00,Nantes Métropole,313.0
2022-06-16 21:00:00+00:00,Nantes Métropole,328.0
2022-06-16 22:00:00+00:00,Nantes Métropole,316.0
2022-06-16 23:00:00+00:00,Nantes Métropole,276.25
2022-06-17 00:00:00+00:00,Nantes Métropole,244.75
2022-06-17 01:00:00+00:00,Nantes Métropole,217.0
2022-06-17 02:00:00+00:00,Nantes Métropole,215.0
2022-06-17 03:00:00+00:00,Nantes Métropole,224.25
2022-06-17 04:00:00+00:00,Nantes Métropole,262.5
2022-06-17 05:00:00+00:00,Nantes Métropole,315.75
2022-06-17 06:00:00+00:00,Nantes Métropole,349.25
2022-06-17 07:00:00+00:00,Nantes Métropole,371.0
2022-06-17 08:00:00+00:00,Nantes Métropole,389.25
2022-06-17 09:00:00+00:00,Nantes Métropole,422.5
2022-06-17 10:00:00+00:00,Nantes Métropole,440.75
2022-06-17 11:00:00+00:00,Nantes Métropole,440.75
2022-06-17 12:00:00+00:00,Nantes Métropole,407.75
2022-06-17 13:00:00+00:00,Nantes Métropole,398.25
2022-06-17 14:00:00+00:00,Nantes Métropole,377.75
2022-06-17 15:00:00+00:00,Nantes Métropole,365.0
2022-06-17 16:00:00+00:00,Nantes Métropole,362.25
2022-06-17 17:00:00+00:00,Nantes Métropole,359.0
2022-06-17 18:00:00+00:00,Nantes Métropole,327.0
2022-06-17 19:00:00+00:00,Nantes Métropole,305.5
2022-06-17 20:00:00+00:00,Nantes Métropole,308.25
2022-06-17 21:00:00+00:00,Nantes Métropole,316.5
2022-06-17 22:00:00+00:00,Nantes Métropole,313.5
2022-06-17 23:00:00+00:00,Nantes Métropole,275.5
2022-06-18 00:00:00+00:00,Nantes Métropole,251.5
2022-06-18 01:00:00+00:00,Nantes Métropole,236.75
2022-06-18 02:00:00+00:00,Nantes Métropole,232.25
2022-06-18 03:00:00+00:00,Nantes Métropole,236.5
2022-06-18 04:00:00+00:00,Nantes Métropole,238.25
2022-06-18 05:00:00+00:00,Nantes Métropole,261.0
2022-06-18 06:00:00+00:00,Nantes Métropole,294.75
2022-06-18 07:00:00+00:00,Nantes Métropole,323.75
2022-06-18 08:00:00+00:00,Nantes Métropole,340.5
2022-06-18 09:00:00+00:00,Nantes Métropole,363.25
2022-06-18 10:00:00+00:00,Nantes Métropole,378.5
2022-06-18 11:00:00+00:00,Nantes Métropole,376.75
2022-06-18 12:00:00+00:00,Nantes Métropole,364.25
2022-06-18 13:00:00+00:00,Nantes Métropole,353.25
2022-06-18 14:00:00+00:00,Nantes Métropole,338.5
2022-06-18 15:00:00+00:00,Nantes Métropole,327.25
2022-06-18 16:00:00+00:00,Nantes Métropole,323.5
2022-06-18 17:00:00+00:00,Nantes Métropole,308.5
2022-06-18 18:00:00+00:00,Nantes Métropole,305.0
2022-06-18 19:00:00+00:00,Nantes Métropole,288.0
2022-06-18 20:00:00+00:00,Nantes Métropole,283.5
2022-06-18 21:00:00+00:00,Nantes Métropole,287.25
2022-06-18 22:00:00+00:00,Nantes Métropole,272.5
2022-06-18 23:00:00+00:00,Nantes Métropole,241.0
2022-06-19 00:00:00+00:00,Nantes Métropole,223.5
2022-06-19 01:00:00+00:00,Nantes Métropole,215.0
2022-06-19 02:00:00+00:00,Nantes Métropole,201.5
2022-06-19 03:00:00+00:00,Nantes Métropole,201.5
2022-06-19 04:00:00+00:00,Nantes Métropole,184.5
2022-06-19 05:00:00+00:00,Nantes Métropole,195.25
2022-06-19 06:00:00+00:00,Nantes Métropole,240.5
2022-06-19 07:00:00+00:00,Nantes Métropole,282.25
2022-06-19 08:00:00+00:00,Nantes Métropole,299.75
2022-06-19 09:00:00+00:00,Nantes Métropole,326.75
2022-06-19 10:00:00+00:00,Nantes Métropole,351.75
2022-06-19 11:00:00+00:00,Nantes Métropole,354.75
2022-06-19 12:00:00+00:00,Nantes Métropole,344.75
2022-06-19 13:00:00+00:00,Nantes Métropole,317.0
2022-06-19 14:00:00+00:00,Nantes Métropole,297.25
2022-06-19 15:00:00+00:00,Nantes Métropole,272.25
2022-06-19 16:00:00+00:00,Nantes Métropole,261.0
2022-06-19 17:00:00+00:00,Nantes Métropole,250.25
2022-06-19 18:00:00+00:00,Nantes Métropole,262.75
2022-06-19 19:00:00+00:00,Nantes Métropole,260.0
2022-06-19 20:00:00+00:00,Nantes Métropole,259.5
2022-06-19 21:00:00+00:00,Nantes Métropole,271.25
2022-06-19 22:00:00+00:00,Nantes Métropole,263.25
2022-06-19 23:00:00+00:00,Nantes Métropole,242.25
2022-06-20 00:00:00+00:00,Nantes Métropole,226.25
2022-06-20 01:00:00+00:00,Nantes Métropole,208.5
2022-06-20 02:00:00+00:00,Nantes Métropole,206.0
2022-06-20 03:00:00+00:00,Nantes Métropole,209.75
2022-06-20 04:00:00+00:00,Nantes Métropole,231.0
2022-06-20 05:00:00+00:00,Nantes Métropole,279.5
2022-06-20 06:00:00+00:00,Nantes Métropole,310.25
2022-06-20 07:00:00+00:00,Nantes Métropole,338.5
2022-06-20 08:00:00+00:00,Nantes Métropole,339.0
